account_id,company_name,industry,country,employee_count,signup_date,plan,subscription_id,seats,status,mrr,started_on,ended_on,ticket_count,avg_resolution_hours,avg_satisfaction,open_tickets,user_count,invoiced_amount,invoice_count,paid_invoices,seat_utilization,ticket_rate_per_100_users,invoice_collection_rate,is_churned,signup_cohort
761986,TriggerPoint Group,Logistics,India,122,2024-03-26 07:40:13,Business,500201,77,active,3388.0,2024-03-26 07:40:13,,3.0,28.566666666666666,3.0,0.0,51,44323.41,13,11,0.6623376623376623,5.88235294117647,0.8461538461538461,False,2024Q1
799789,GridLogic Labs,Financial Services,United States,20,2025-05-30 03:44:46,Starter,500774,7,active,84.0,2025-05-30 03:44:46,,4.0,21.866666666666664,3.6666666666666665,1.0,4,1198.2,14,13,0.5714285714285714,100.0,0.9285714285714286,False,2025Q2
682986,InfraPoint Labs,Software,France,14,2025-04-30 09:12:15,Starter,500676,11,active,132.0,2025-04-30 09:12:15,,6.0,55.82000000000001,4.2,1.0,11,1161.3899999999999,9,8,1.0,54.54545454545454,0.8888888888888888,False,2025Q2
342116,HubStack Labs,Software,United States,16,2025-08-24 14:17:40,Starter,500775,5,active,60.0,2025-08-24 14:17:40,,2.0,8.35,4.5,0.0,3,596.52,10,9,0.6,66.66666666666666,0.9,False,2025Q3
699585,Deployly,Logistics,Japan,7,2024-12-17 09:14:31,Growth,500776,7,active,168.0,2024-12-17 09:14:31,,5.0,29.3,4.5,1.0,5,1157.07,7,6,0.7142857142857143,100.0,0.8571428571428571,False,2024Q4
799901,FunnelSoft,Manufacturing,Germany,84,2025-06-30 08:56:37,Growth,500573,29,active,696.0,2025-06-30 08:56:37,,3.0,34.86666666666667,4.666666666666667,0.0,17,6318.72,9,8,0.5862068965517241,17.647058823529413,0.8888888888888888,False,2025Q2
260118,NexusOne,Software,Canada,231,2025-01-15 08:30:47,Business,500125,85,active,3740.0,2025-01-15 08:30:47,,4.0,35.525,4.25,0.0,64,44560.18,12,11,0.7529411764705882,6.25,0.9166666666666666,False,2025Q1
821114,VaultStream,Software,Germany,43,2025-01-13 10:45:50,Growth,500777,19,active,456.0,2025-01-13 10:45:50,,5.0,25.08,4.8,0.0,16,3214.59,7,7,0.8421052631578947,31.25,1.0,False,2025Q1
516478,QueryForge,Retail,Japan,3,2024-06-04 08:09:21,Starter,500778,3,active,36.0,2024-06-04 08:09:21,,3.0,15.266666666666666,4.0,0.0,2,390.11,11,10,0.6666666666666666,150.0,0.9090909090909091,False,2024Q2
676614,VaultStream Labs,Retail,Australia,44,2025-07-16 12:38:09,Growth,500629,17,active,408.0,2025-07-16 12:38:09,,5.0,39.02,3.8,0.0,10,5273.26,13,11,0.5882352941176471,50.0,0.8461538461538461,False,2025Q3
591806,StackBase Labs,Retail,Japan,18,2024-11-20 14:26:23,Growth,500779,18,active,432.0,2024-11-20 14:26:23,,3.0,23.133333333333336,4.666666666666667,0.0,11,3390.89,8,6,0.6111111111111112,27.27272727272727,0.75,False,2024Q4
980608,QueryForge Labs,Financial Services,United Kingdom,27,2024-08-26 09:20:21,Growth,500780,10,active,240.0,2024-08-26 09:20:21,,3.0,54.300000000000004,4.333333333333333,0.0,7,2709.44,11,11,0.7,42.857142857142854,1.0,False,2024Q3
814957,ZeroFriction,Software,Brazil,25,2025-06-01 17:09:42,Growth,500636,21,active,504.0,2025-06-01 17:09:42,,2.0,77.35,5.0,0.0,16,4885.76,10,8,0.7619047619047619,12.5,0.8,False,2025Q2
198781,Envoy Platforms Labs,Software,France,23,2024-09-10 14:23:19,Starter,500683,7,active,84.0,2024-09-10 14:23:19,,9.0,45.1,3.625,1.0,6,1495.95,18,16,0.8571428571428571,150.0,0.8888888888888888,False,2024Q3
398032,Gradient Labs Labs,Software,France,3,2025-09-22 15:49:23,Starter,500231,3,active,36.0,2025-09-22 15:49:23,,7.0,37.68333333333333,3.8333333333333335,1.0,3,501.2,14,12,1.0,233.33333333333334,0.8571428571428571,False,2025Q3
641328,Deployly Labs,Healthcare,India,17,2024-11-19 16:56:32,Starter,500270,2,active,24.0,2024-11-19 16:56:32,,3.0,64.73333333333333,5.0,0.0,2,435.07,18,18,1.0,150.0,1.0,False,2024Q4
499802,HubStack Systems,Software,Australia,10,2024-01-15 12:26:04,Starter,500008,7,churned,84.0,2024-01-15 12:26:04,2024-10-12 12:26:04,0.0,,,0.0,5,1343.46,16,14,0.7142857142857143,0.0,0.875,True,2024Q1
448227,VaultStream Systems,Software,Australia,33,2025-06-09 12:54:27,Growth,500214,33,active,792.0,2025-06-09 12:54:27,,2.0,19.7,3.5,0.0,25,5560.87,7,7,0.7575757575757576,8.0,1.0,False,2025Q2
872118,TriggerPoint Technologies,Financial Services,Japan,1043,2025-02-23 15:25:11,Enterprise,500781,109,active,8611.0,2025-02-23 15:25:11,,3.0,52.333333333333336,4.666666666666667,0.0,77,129647.03,15,14,0.7064220183486238,3.896103896103896,0.9333333333333333,False,2025Q1
206487,Unified Ops,Software,Australia,6,2024-09-30 13:30:01,Starter,500782,6,active,72.0,2024-09-30 13:30:01,,3.0,90.83333333333333,4.0,0.0,5,840.1700000000001,12,11,0.8333333333333334,60.0,0.9166666666666666,False,2024Q3
203708,Deployly Systems,Financial Services,Canada,90,2025-05-02 08:58:18,Growth,500077,23,active,552.0,2025-05-02 08:58:18,,6.0,41.46,4.6,1.0,22,5093.21,9,9,0.9565217391304348,27.27272727272727,1.0,False,2025Q2
847537,Catalyst CRM Labs,Software,Japan,842,2025-06-16 12:09:50,Enterprise,500783,196,active,15484.0,2025-06-16 12:09:50,,7.0,40.25714285714286,4.285714285714286,0.0,192,158596.02,10,9,0.9795918367346939,3.6458333333333335,0.9,False,2025Q2
938205,Xenon Analytics Labs,Education,United States,23,2025-02-07 21:47:02,Starter,500181,11,active,132.0,2025-02-07 21:47:02,,4.0,25.325000000000003,3.5,0.0,8,1600.98,12,11,0.7272727272727273,50.0,0.9166666666666666,False,2025Q1
724555,JetMetrics Labs,Retail,Netherlands,14,2024-11-01 18:04:04,Starter,500394,4,active,48.0,2024-11-01 18:04:04,,4.0,41.699999999999996,4.666666666666667,1.0,3,439.67,9,7,0.75,133.33333333333331,0.7777777777777778,False,2024Q4
318162,Junction Cloud Systems,Logistics,Japan,48,2023-01-31 14:24:51,Growth,500517,10,active,240.0,2023-01-31 14:24:51,,5.0,58.724999999999994,2.5,1.0,9,3373.0099999999998,14,10,0.9,55.55555555555556,0.7142857142857143,False,2023Q1
956011,Unified Ops Labs,Financial Services,Germany,69,2025-03-29 14:55:04,Growth,500784,18,active,432.0,2025-03-29 14:55:04,,2.0,13.75,4.5,0.0,13,1720.43,4,4,0.7222222222222222,15.384615384615385,1.0,False,2025Q1
165228,LaunchPad HQ Labs,Retail,United Kingdom,88,2023-05-19 09:39:40,Growth,500350,27,active,648.0,2023-05-19 09:39:40,,4.0,44.35,3.75,0.0,17,7022.15,11,11,0.6296296296296297,23.52941176470588,1.0,False,2023Q2
141893,Omnisend,Software,United Kingdom,16,2023-04-08 14:11:40,Starter,500586,5,active,60.0,2023-04-08 14:11:40,,4.0,55.0,4.25,0.0,5,1222.03,20,18,1.0,80.0,0.9,False,2023Q2
650852,Omnisend Labs,Software,Germany,11,2023-11-30 22:52:26,Starter,500121,3,trialing,36.0,2023-11-30 22:52:26,,5.0,49.36,4.0,0.0,3,463.85,13,12,1.0,166.66666666666669,0.9230769230769231,False,2023Q4
450199,GridLogic Systems,Education,France,15,2025-05-09 12:24:46,Starter,500089,8,active,96.0,2025-05-09 12:24:46,,5.0,43.239999999999995,4.0,0.0,8,1925.49,20,19,1.0,62.5,0.95,False,2025Q2
228677,VaultStream Group,Healthcare,Australia,7,2023-07-27 09:34:36,Starter,500785,5,active,60.0,2023-07-27 09:34:36,,9.0,36.4,3.375,1.0,3,656.36,11,9,0.6,300.0,0.8181818181818182,False,2023Q3
837734,ZeroFriction Labs,Logistics,United States,50,2025-09-23 08:11:08,Growth,500155,49,active,1176.0,2025-09-23 08:11:08,,11.0,47.527272727272724,4.090909090909091,0.0,45,21173.079999999998,18,17,0.9183673469387755,24.444444444444443,0.9444444444444444,False,2025Q3
907406,MeshWorks Labs,Manufacturing,Brazil,5,2024-07-29 08:34:49,Starter,500112,3,active,36.0,2024-07-29 08:34:49,,5.0,17.5,4.666666666666667,2.0,3,429.34000000000003,12,11,1.0,166.66666666666669,0.9166666666666666,False,2024Q3
241202,Unified Ops Systems,Logistics,Netherlands,50,2024-04-29 12:06:25,Growth,500226,42,active,1008.0,2024-04-29 12:06:25,,6.0,19.240000000000002,4.4,1.0,37,11840.83,12,11,0.8809523809523809,16.216216216216218,0.9166666666666666,False,2024Q2
112414,Momentum Tools,Financial Services,Germany,22,2023-02-18 19:20:29,Starter,500786,3,active,36.0,2023-02-18 19:20:29,,3.0,39.833333333333336,5.0,0.0,2,286.2,8,8,0.6666666666666666,150.0,1.0,False,2023Q1
996360,NodeSync,Financial Services,Brazil,15,2025-02-26 08:47:23,Starter,500787,8,active,96.0,2025-02-26 08:47:23,,2.0,7.2,4.0,0.0,6,1443.14,15,15,0.75,33.33333333333333,1.0,False,2025Q1
897529,JetMetrics Systems,Education,United States,3,2024-09-20 09:56:52,Starter,500220,2,active,24.0,2024-09-20 09:56:52,,2.0,15.8,4.0,1.0,2,190.09,8,8,1.0,100.0,1.0,False,2024Q3
333795,HubStack Group,Financial Services,United States,103,2024-12-04 08:34:41,Growth,500501,25,active,600.0,2024-12-04 08:34:41,,8.0,59.7,3.75,0.0,20,6744.69,11,9,0.8,40.0,0.8181818181818182,False,2024Q4
951550,Junction Cloud Group,Financial Services,United Kingdom,8,2023-08-04 09:09:50,Starter,500788,3,active,36.0,2023-08-04 09:09:50,,6.0,40.38,4.6,1.0,2,542.0600000000001,15,14,0.6666666666666666,300.0,0.9333333333333333,False,2023Q3
147538,LaunchPad HQ Systems,Manufacturing,Australia,5,2024-08-17 07:46:38,Starter,500789,5,active,60.0,2024-08-17 07:46:38,,8.0,55.3125,4.125,0.0,4,838.86,14,13,0.8,200.0,0.9285714285714286,False,2024Q3
230161,WorksiteOS,Financial Services,Canada,19,2023-04-30 13:08:58,Growth,500312,19,active,456.0,2023-04-30 13:08:58,,1.0,51.4,5.0,0.0,12,5031.68,11,10,0.631578947368421,8.333333333333332,0.9090909090909091,False,2023Q2
768193,FlowState,Healthcare,Germany,118,2025-04-07 13:11:32,Growth,500273,29,active,696.0,2025-04-07 13:11:32,,6.0,60.583333333333336,4.0,0.0,28,8966.51,13,12,0.9655172413793104,21.428571428571427,0.9230769230769231,False,2025Q2
270148,Axiom Labs,Retail,Australia,38,2024-07-05 08:47:08,Growth,500790,38,active,912.0,2024-07-05 08:47:08,,4.0,21.966666666666665,5.0,1.0,37,7450.860000000001,8,8,0.9736842105263158,10.81081081081081,1.0,False,2024Q3
619919,ZeroFriction Systems,Financial Services,United States,12,2024-12-07 10:41:46,Starter,500195,2,active,24.0,2024-12-07 10:41:46,,3.0,42.53333333333333,4.333333333333333,0.0,1,194.13,8,7,0.5,300.0,0.875,False,2024Q4
473607,DataBridge Pro,Financial Services,United States,3,2024-06-16 21:32:01,Starter,500791,3,active,36.0,2024-06-16 21:32:01,,3.0,26.549999999999997,3.0,1.0,2,688.1,19,18,0.6666666666666666,150.0,0.9473684210526315,False,2024Q2
450789,Inline Systems Labs,Healthcare,France,162,2023-11-17 11:58:55,Business,500123,59,active,2596.0,2023-11-17 11:58:55,,4.0,54.25,4.0,0.0,57,30862.14,12,10,0.9661016949152542,7.017543859649122,0.8333333333333334,False,2023Q4
271150,WorksiteOS Labs,Software,Netherlands,85,2025-06-24 19:20:41,Growth,500389,13,active,312.0,2025-06-24 19:20:41,,4.0,40.9,4.25,0.0,11,3989.14,13,12,0.8461538461538461,36.36363636363637,0.9230769230769231,False,2025Q2
414105,Beacon Software,Logistics,Australia,12,2023-11-09 14:47:16,Starter,500792,6,active,72.0,2023-11-09 14:47:16,,10.0,59.2875,3.875,2.0,5,966.21,13,12,0.8333333333333334,200.0,0.9230769230769231,False,2023Q4
477382,VaultStream Technologies,Financial Services,Australia,38,2023-02-02 15:02:08,Growth,500537,26,active,624.0,2023-02-02 15:02:08,,4.0,36.300000000000004,4.75,0.0,19,4452.91,7,5,0.7307692307692307,21.052631578947366,0.7142857142857143,False,2023Q1
952954,Kinetic AI,Software,France,32,2023-08-03 20:58:36,Growth,500003,19,churned,456.0,2023-08-03 20:58:36,2024-04-04 20:58:36,5.0,49.86,3.6,0.0,19,7245.06,16,14,1.0,26.31578947368421,0.875,True,2023Q3
600774,Basecamp Analytics,Manufacturing,United States,462,2024-09-01 10:44:21,Business,500793,73,active,3212.0,2024-09-01 10:44:21,,8.0,34.800000000000004,3.875,0.0,52,48345.69,15,14,0.7123287671232876,15.384615384615385,0.9333333333333333,False,2024Q3
129289,PipelineIO Systems,Software,Brazil,20,2024-08-08 10:51:38,Starter,500421,2,active,24.0,2024-08-08 10:51:38,,5.0,26.76,3.0,0.0,2,371.26,16,15,1.0,250.0,0.9375,False,2024Q3
729499,WorksiteOS Systems,Healthcare,United Kingdom,78,2024-04-28 08:34:22,Growth,500056,17,active,408.0,2024-04-28 08:34:22,,3.0,38.45,4.5,1.0,15,5199.09,13,13,0.8823529411764706,20.0,1.0,False,2024Q2
304212,Unified Ops Group,Retail,United Kingdom,24,2023-02-28 08:41:30,Starter,500154,7,past_due,84.0,2023-02-28 08:41:30,,1.0,19.2,4.0,0.0,6,1262.05,15,11,0.8571428571428571,16.666666666666664,0.7333333333333333,False,2023Q1
769395,JetMetrics Group,Software,Netherlands,6,2025-07-19 09:20:31,Starter,500603,6,active,72.0,2025-07-19 09:20:31,,4.0,23.999999999999996,4.5,0.0,6,941.28,13,13,1.0,66.66666666666666,1.0,False,2025Q3
892300,InfraPoint Systems,Retail,France,33,2024-06-29 09:26:15,Growth,500794,33,active,792.0,2024-06-29 09:26:15,,6.0,53.720000000000006,3.6,1.0,23,7165.14,9,8,0.696969696969697,26.08695652173913,0.8888888888888888,False,2024Q2
613197,Inline Systems Systems,Software,India,67,2023-04-01 07:44:20,Growth,500725,39,active,936.0,2023-04-01 07:44:20,,2.0,103.15,3.5,0.0,25,13909.7,15,12,0.6410256410256411,8.0,0.8,False,2023Q2
843432,Lattice HQ Systems,Healthcare,Japan,117,2023-01-10 06:07:31,Starter,500249,2,past_due,24.0,2023-01-10 06:07:31,,6.0,26.380000000000003,4.4,1.0,1,219.51,9,8,0.5,600.0,0.8888888888888888,False,2023Q1
768839,MeshWorks Systems,Software,United Kingdom,3,2025-07-14 14:39:10,Starter,500391,1,active,12.0,2025-07-14 14:39:10,,8.0,55.25,4.0,2.0,1,180.83,15,15,1.0,800.0,1.0,False,2025Q3
759736,NexusOne Labs,Manufacturing,Canada,82,2024-07-22 22:58:49,Growth,500509,21,active,504.0,2024-07-22 22:58:49,,6.0,20.849999999999998,3.6666666666666665,0.0,16,9032.74,18,18,0.7619047619047619,37.5,1.0,False,2024Q3
902628,Xenon Analytics Systems,Manufacturing,Australia,137,2025-05-23 08:55:23,Business,500795,71,active,3124.0,2025-05-23 08:55:23,,4.0,33.025,3.5,0.0,61,43235.08,14,14,0.8591549295774648,6.557377049180328,1.0,False,2025Q2
380513,Deployly Group,Healthcare,Germany,13,2025-08-07 15:14:21,Starter,500320,7,active,84.0,2025-08-07 15:14:21,,4.0,30.325,4.0,0.0,6,998.25,12,11,0.8571428571428571,66.66666666666666,0.9166666666666666,False,2025Q3
875061,Xenon Analytics Group,Retail,India,21,2024-10-20 11:17:40,Starter,500555,9,active,108.0,2024-10-20 11:17:40,,3.0,36.2,4.0,0.0,8,2082.21,19,17,0.8888888888888888,37.5,0.8947368421052632,False,2024Q4
713907,FlowState Labs,Retail,India,21,2024-02-16 10:43:11,Starter,500593,4,churned,48.0,2024-02-16 10:43:11,2025-09-15 10:43:11,3.0,64.43333333333334,5.0,0.0,2,680.92,14,9,0.5,150.0,0.6428571428571429,True,2024Q1
832722,HubStack Technologies,Retail,United Kingdom,153,2025-07-04 12:40:13,Business,500796,41,active,1804.0,2025-07-04 12:40:13,,1.0,104.3,4.0,0.0,39,12137.85,7,5,0.9512195121951219,2.564102564102564,0.7142857142857143,False,2025Q3
620640,QueryForge Systems,Manufacturing,France,72,2023-12-29 18:33:31,Growth,500797,19,active,456.0,2023-12-29 18:33:31,,5.0,28.72,3.6,0.0,13,6442.84,14,13,0.6842105263157895,38.46153846153847,0.9285714285714286,False,2023Q4
290736,Relay Systems,Manufacturing,Canada,188,2024-02-06 07:47:11,Enterprise,500066,188,active,14852.0,2024-02-06 07:47:11,,4.0,16.8,4.0,0.0,108,181785.6,12,11,0.574468085106383,3.7037037037037033,0.9166666666666666,False,2024Q1
893066,DataBridge Pro Labs,Software,France,18,2024-05-03 15:03:02,Starter,500735,7,active,84.0,2024-05-03 15:03:02,,4.0,46.199999999999996,3.75,0.0,4,918.09,11,10,0.5714285714285714,100.0,0.9090909090909091,False,2024Q2
769811,StackBase Systems,Financial Services,Canada,34,2024-08-05 09:00:08,Business,500103,34,active,1496.0,2024-08-05 09:00:08,,6.0,63.550000000000004,4.5,0.0,31,23745.33,16,13,0.9117647058823529,19.35483870967742,0.8125,False,2024Q3
633095,Relay Systems Labs,Education,Canada,58,2025-03-30 05:08:30,Growth,500798,53,active,1272.0,2025-03-30 05:08:30,,5.0,72.38,4.2,0.0,36,12627.720000000001,10,10,0.6792452830188679,13.88888888888889,1.0,False,2025Q1
692863,MeshWorks Group,Software,Netherlands,13,2024-06-17 14:07:02,Starter,500335,8,active,96.0,2024-06-17 14:07:02,,5.0,41.666666666666664,4.333333333333333,2.0,6,1339.49,14,13,0.75,83.33333333333334,0.9285714285714286,False,2024Q2
681503,Kinetic AI Labs,Education,Netherlands,5,2024-10-17 11:41:25,Starter,500042,5,active,60.0,2024-10-17 11:41:25,,4.0,38.325,4.5,0.0,4,895.9,15,15,0.8,100.0,1.0,False,2024Q4
679810,VaultStream Digital,Retail,Canada,44,2023-11-20 12:58:59,Growth,500404,23,active,552.0,2023-11-20 12:58:59,,12.0,50.75,4.0,0.0,20,7393.0599999999995,13,9,0.8695652173913043,60.0,0.6923076923076923,False,2023Q4
280156,Kinetic AI Systems,Healthcare,United States,117,2023-11-30 12:23:22,Growth,500207,31,active,744.0,2023-11-30 12:23:22,,5.0,33.839999999999996,4.4,0.0,30,4585.95,6,5,0.967741935483871,16.666666666666664,0.8333333333333334,False,2023Q4
316254,Inline Systems Group,Healthcare,Japan,29,2024-10-01 15:47:01,Growth,500799,29,active,696.0,2024-10-01 15:47:01,,7.0,76.67142857142858,4.714285714285714,0.0,20,12396.130000000001,18,16,0.6896551724137931,35.0,0.8888888888888888,False,2024Q4
256035,Deployly Technologies,Healthcare,Germany,17,2023-11-30 18:06:46,Starter,500010,3,active,36.0,2023-11-30 18:06:46,,6.0,42.56,3.8,1.0,3,494.71,14,14,1.0,200.0,1.0,False,2023Q4
697314,Junction Cloud Technologies,Software,Canada,49,2023-06-05 10:12:29,Growth,500623,17,active,408.0,2023-06-05 10:12:29,,3.0,25.13333333333333,3.3333333333333335,0.0,15,6097.67,15,15,0.8823529411764706,20.0,1.0,False,2023Q2
566579,Kinetic AI Group,Education,Canada,52,2025-05-06 14:52:10,Business,500661,52,active,2288.0,2025-05-06 14:52:10,,2.0,35.2,3.0,0.0,37,37106.3,16,16,0.7115384615384616,5.405405405405405,1.0,False,2025Q2
290620,Kinetic AI Technologies,Retail,Canada,13,2024-10-03 19:52:21,Starter,500007,7,past_due,84.0,2024-10-03 19:52:21,,5.0,37.58,4.0,0.0,6,889.6800000000001,11,10,0.8571428571428571,83.33333333333334,0.9090909090909091,False,2024Q4
662747,ZeroFriction Group,Manufacturing,Brazil,1173,2025-01-23 07:20:26,Enterprise,500486,228,active,18012.0,2025-01-23 07:20:26,,4.0,46.6,3.25,0.0,214,337565.34,19,18,0.9385964912280702,1.8691588785046727,0.9473684210526315,False,2025Q1
157478,HubStack Digital,Healthcare,United States,15,2025-08-05 14:53:20,Starter,500800,4,active,48.0,2025-08-05 14:53:20,,7.0,32.86666666666667,3.0,1.0,4,682.49,14,13,1.0,175.0,0.9285714285714286,False,2025Q3
721049,WorksiteOS Group,Manufacturing,India,14,2024-06-26 07:32:04,Starter,500801,9,active,108.0,2024-06-26 07:32:04,,7.0,43.300000000000004,4.333333333333333,1.0,7,979.08,9,8,0.7777777777777778,100.0,0.8888888888888888,False,2024Q2
261774,Keystroke AI Labs,Education,Brazil,108,2025-06-14 19:40:24,Growth,500802,8,active,192.0,2025-06-14 19:40:24,,7.0,68.84285714285714,4.714285714285714,0.0,5,1906.59,10,9,0.625,140.0,0.9,False,2025Q2
824578,InfraPoint Group,Software,Australia,40,2025-07-29 19:00:07,Growth,500803,25,active,600.0,2025-07-29 19:00:07,,3.0,27.5,5.0,1.0,16,10809.23,18,18,0.64,18.75,1.0,False,2025Q3
565218,Gradient Labs Systems,Education,Germany,206,2025-01-14 09:47:31,Business,500804,62,active,2728.0,2025-01-14 09:47:31,,1.0,40.7,5.0,0.0,57,36035.77,13,12,0.9193548387096774,1.7543859649122806,0.9230769230769231,False,2025Q1
194570,Amplitude Corp,Logistics,United Kingdom,3,2023-07-23 14:21:51,Starter,500695,3,active,36.0,2023-07-23 14:21:51,,2.0,51.0,4.5,0.0,3,690.36,19,18,1.0,66.66666666666666,0.9473684210526315,False,2023Q3
201117,Xenon Analytics Technologies,Education,United Kingdom,30,2024-09-14 17:27:52,Growth,500281,30,active,720.0,2024-09-14 17:27:52,,1.0,121.2,4.0,0.0,21,10265.61,14,14,0.7,4.761904761904762,1.0,False,2024Q3
